MBON,fallprop_bootstrap,fallprop_deltag,fallnumber_bootstrap,fallnumber_deltag,speed_bootstrap,speed_deltag,time_bootstrap,time_deltag,height_bootstrap,height_deltag,displacement_bootstrap,displacement_deltag,bspeed_bootstrap,bspeed_deltag,pausepos_bootstrap,pausepos_deltag,displacementbetweenpause_bootstrap,displacementbetweenpause_deltag,maxvelocity_bootstrap,maxvelocity_deltag,straightindex_bootstrap,straightindex_deltag,ascent_bootstrap,ascent_deltag,descent_bootstrap,descent_deltag,meanpause_bootstrap,meanpause_deltag,meanbout_bootstrap,meanbout_deltag,pause_bootstrap,pause_deltag,bout_bootstrap,bout_deltag
MB018B,-0.1767232767232767,-0.175,-0.3022977022977023,-0.339,-0.2056707324603426,-0.149,-0.022014837708006937,-0.056,-0.25106217698653116,-0.242,-0.09501113199402936,-0.134,-0.1279230524067087,-0.04,-0.4761792140851992,-0.433,0.41510062741146075,0.309,-1.3284499340499611,-1.405,0.9071509342886999,0.892,-0.5728816530058799,-0.59,0.4673859326458245,0.394,0.44635469985873494,0.55,0.3777572032669332,0.315,-0.5023622929655783,-0.43,-0.5167755546635945,-0.424
MB018B,-0.16403596403596404,-0.175,-0.39870129870129867,-0.339,-0.0879361283006239,-0.149,0.11726900615587997,-0.056,-0.057063247632758204,-0.242,-0.15971275824131845,-0.134,0.010579393172394721,-0.04,-0.3149448974532913,-0.433,0.4101260929688324,0.309,-1.2715808486574904,-1.405,0.9714791184570047,0.892,-0.345859683419883,-0.59,0.16920913020756384,0.394,0.35618420387463,0.55,0.3166781836136054,0.315,-0.559798283008322,-0.43,-0.5319493114719445,-0.424
MB018B,-0.17502497502497505,-0.175,-0.2625374625374626,-0.339,-0.08193279161743303,-0.149,-0.09255013427442804,-0.056,-0.34990335364550534,-0.242,-0.10885632603966497,-0.134,0.16630112363438085,-0.04,-0.6988469023569563,-0.433,0.3232792535056838,0.309,-1.84223836660859,-1.405,1.3512998364278013,0.892,-0.6259367631349506,-0.59,0.4663460058538466,0.394,0.4518859236703129,0.55,0.39043249145357956,0.315,-0.20124209305192808,-0.43,-0.16712170626874712,-0.424
MB018B,-0.14415584415584418,-0.175,-0.33356643356643356,-0.339,-0.20291255811992265,-0.149,-0.03190499485367981,-0.056,-0.2615895537051104,-0.242,-0.04440120660809966,-0.134,0.008049030446598528,-0.04,-0.4763311959888197,-0.433,0.5178498433631591,0.309,-1.353367861650542,-1.405,1.2203724972716488,0.892,-0.565686730929609,-0.59,0.508766932551362,0.394,0.5006040756011271,0.55,0.25384000633924864,0.315,-0.5838965441175072,-0.43,-0.521693219348449,-0.424
MB018B,-0.2604395604395604,-0.175,-0.32977022977022974,-0.339,-0.05763989929234038,-0.149,-0.24056340035744647,-0.056,-0.47215524692343425,-0.242,0.10997813126445048,-0.134,-0.20105029261261864,-0.04,-0.6068017542893586,-0.433,0.6048397377774445,0.309,-1.1221349548291295,-1.405,0.5670381950684749,0.892,-0.44952534932594285,-0.59,0.6683987145056982,0.394,0.7581739752631708,0.55,0.6092534399118218,0.315,-0.6100480202987755,-0.43,-0.5639535784316716,-0.424
MB018B,-0.22917082917082915,-0.175,-0.41648351648351645,-0.339,-0.2667771546285772,-0.149,-0.3661401385156921,-0.056,-0.49024557382352263,-0.242,-0.15636322214080461,-0.134,-0.10781052145224233,-0.04,-0.5875060006435796,-0.433,0.08355773047720509,0.309,-1.496249588123468,-1.405,0.9355425868124477,0.892,-0.5785971438394368,-0.59,0.3747027596564233,0.394,0.44280396656044646,0.55,0.14152023809072842,0.315,-0.37238837570516464,-0.43,-0.40017167652108865,-0.424
MB018B,-0.24945054945054942,-0.175,-0.4426573426573427,-0.339,-0.09581813672193282,-0.149,-0.2124710067419009,-0.056,-0.3524367625179862,-0.242,-0.14074956622301552,-0.134,-0.33085625378505146,-0.04,-0.5243349473999817,-0.433,0.6213169682723871,0.309,-1.3277291822175683,-1.405,1.1922764802442751,0.892,-0.5942902985621547,-0.59,0.37762017703619094,0.394,0.6530013392578214,0.55,0.5586208610094284,0.315,-0.6715364085101042,-0.43,-0.6831346284411073,-0.424
MB018B,-0.2735264735264735,-0.175,-0.5140859140859141,-0.339,-0.10026642524945988,-0.149,0.04790313915965278,-0.056,-0.16408843680702567,-0.242,-0.11310344847314194,-0.134,-0.4035887391433386,-0.04,-0.36042653175371225,-0.433,0.4117077609211423,0.309,-1.5431250247533743,-1.405,0.7427087411607712,0.892,-0.5945355228018872,-0.59,0.43638969239519393,0.394,0.4185359493879184,0.55,0.2696995244549074,0.315,-0.23341813451049176,-0.43,-0.27691448733436674,-0.424
MB018B,-0.1966033966033966,-0.175,-0.36403596403596405,-0.339,-0.08490201357604032,-0.149,-0.16370275053961053,-0.056,-0.33826930957635776,-0.242,-0.03230703525055534,-0.134,0.19409254452883487,-0.04,-0.47557721167837846,-0.433,0.6283861234222383,0.309,-1.3783492824761663,-1.405,1.078127038264898,0.892,-0.42160069432693076,-0.59,0.421202406417125,0.394,0.6356919835888033,0.55,0.5747729756496283,0.315,-0.8224477163082072,-0.43,-0.8259046903345805,-0.424
MB018B,-0.23676323676323677,-0.175,-0.43716283716283716,-0.339,-0.02523990697873972,-0.149,-0.13086742881595925,-0.056,-0.4068525805598967,-0.242,-0.07055941540797783,-0.134,0.19146880607664235,-0.04,-0.48559560670209173,-0.433,0.600256768112522,0.309,-1.8449054928123843,-1.405,1.2324530898639239,0.892,-0.7132941742574562,-0.59,0.6107487859710276,0.394,0.7123331796328732,0.55,0.4386151740841764,0.315,-0.5654446244565501,-0.43,-0.5440199429711349,-0.424
MB018B,-0.2748251748251748,-0.175,-0.6608391608391608,-0.339,-0.1910324377503396,-0.149,-0.1640027157453481,-0.056,-0.20601728522827062,-0.242,-0.21218297643805412,-0.134,0.23748534497039556,-0.04,-0.5839840509205108,-0.433,0.017770404686436616,0.309,-1.9675568155419456,-1.405,1.4220589277965536,0.892,-0.5297175103393231,-0.59,0.23023919874938767,0.394,0.2851621042553294,0.55,0.21513925188161867,0.315,-0.22436777860065246,-0.43,-0.2792286824801815,-0.424
MB018B,-0.27692307692307694,-0.175,-0.4976023976023976,-0.339,-0.055374803188718943,-0.149,-0.058206291878450965,-0.056,-0.27643823697176917,-0.242,-0.1761086481870514,-0.134,0.049429819602057765,-0.04,-0.3962995939315402,-0.433,0.2239254576063559,0.309,-1.45854096861517,-1.405,0.7865955011825586,0.892,-0.7194430756502207,-0.59,0.4443301598793516,0.394,0.30731808945767153,0.55,0.431167298563575,0.315,-0.4113454300991612,-0.43,-0.3951225234756758,-0.424
MB018B,-0.13486513486513485,-0.175,-0.23506493506493503,-0.339,-0.005752416112111384,-0.149,-0.23672471518837,-0.056,-0.3864516675081255,-0.242,-0.01812853332470046,-0.134,-0.1570535692812609,-0.04,-0.7105703586764609,-0.433,0.30750459259452695,0.309,-1.6223609277437876,-1.405,0.85311756666887,0.892,-0.5306475136620247,-0.59,0.5211812124298169,0.394,0.5328173786332733,0.55,0.4551220198948021,0.315,-0.5204359887974673,-0.43,-0.4871906735381276,-0.424
MB018B,-0.24985014985014986,-0.175,-0.4485514485514485,-0.339,-0.2246517936961407,-0.149,0.23645952855720678,-0.056,0.011063179431363743,-0.242,-0.1562755767883256,-0.134,-0.1327484818121527,-0.04,-0.3758736279511345,-0.433,0.36382710168685206,0.309,-1.9256021327003865,-1.405,0.9250702180909114,0.892,-0.4841969435499896,-0.59,0.29217123971574827,0.394,0.4870032808572393,0.55,0.4649003830330829,0.315,-0.9018747204124717,-0.43,-0.9006689721476487,-0.424
MB018B,-0.2206793206793207,-0.175,-0.36103896103896105,-0.339,-0.2280724722323539,-0.149,0.019262982994499595,-0.056,-0.1813447838253324,-0.242,-0.0726517521252322,-0.134,-0.1976295151373411,-0.04,-0.34547859976507583,-0.433,0.3216165149625921,0.309,-0.946115646049817,-1.405,1.1000562452280924,0.892,-0.4492419917694908,-0.59,0.3969671503550332,0.394,0.40280552606125575,0.55,0.2717062279788681,0.315,-0.5682272711989793,-0.43,-0.5539604630292917,-0.424
MB018B,-0.1877122877122877,-0.175,-0.30269730269730266,-0.339,-0.1767591107795404,-0.149,-0.20508925428767405,-0.056,-0.409797996652157,-0.242,0.1539054657647004,-0.134,0.0535336492938016,-0.04,-0.37319770666778435,-0.433,0.16138877041199695,0.309,-1.087003100077444,-1.405,0.8448455643560978,0.892,-0.5497439857631474,-0.59,0.799739473843618,0.394,0.3229978238004811,0.55,0.18864273759069936,0.315,-0.3726045036074892,-0.43,-0.3895737146601441,-0.424
MB018B,-0.175024975024975,-0.175,-0.2608391608391608,-0.339,-0.29295470427940995,-0.149,0.27438121681291905,-0.056,0.05509624335773059,-0.242,-0.35797737146361214,-0.134,-0.16759337753010492,-0.04,-0.3397093067352267,-0.433,-0.08466909986055064,0.309,-1.2653751369734196,-1.405,0.5050408841077676,0.892,-0.9119219811841469,-0.59,0.30974039216160254,0.394,0.42159882676837745,0.55,0.4674203290763278,0.315,-0.4640806382663461,-0.43,-0.4545815601198356,-0.424
MB018B,-0.16023976023976022,-0.175,-0.28071928071928076,-0.339,-0.13218801335066377,-0.149,-0.18927369749823064,-0.056,-0.3826530262744658,-0.242,-0.2683314226043117,-0.134,-0.13166799112149902,-0.04,-0.5128468437929053,-0.433,0.6900952907922062,0.309,-1.6750966125936233,-1.405,0.894257964705091,0.892,-0.5987238845619351,-0.59,0.24693754536500723,0.394,0.691735947061097,0.55,0.7461613856771313,0.315,-0.8419802754807866,-0.43,-0.87742183000106,-0.424
MB018B,-0.15004995004995006,-0.175,-0.37662337662337664,-0.339,-0.2866161969918044,-0.149,0.05406764150363727,-0.056,-0.14963602687199168,-0.242,-0.3981461238275627,-0.134,-0.26189004587663245,-0.04,-0.06512815470776742,-0.433,-0.05843125004560596,0.309,-1.46358133832082,-1.405,0.4788651886791916,0.892,-0.8271299365649691,-0.59,0.1761085289315297,0.394,0.4902502980479388,0.55,0.2660516141659773,0.315,-0.1822498536351596,-0.43,-0.15910091627473125,-0.424
MB018B,-0.2134865134865135,-0.175,-0.31408591408591413,-0.339,-0.2573775690154951,-0.149,0.05276779227877442,-0.056,-0.0942892765154581,-0.242,-0.35200149020721266,-0.134,0.07222461888615304,-0.04,-0.5333116691635578,-0.433,0.11370735033540261,0.309,-1.4427940606986758,-1.405,0.6546069158801077,0.892,-0.9319605072726503,-0.59,0.3360712466170075,0.394,0.4561248069536523,0.55,0.02229828765571297,0.315,0.0711601118403515,-0.43,0.11873398958353912,-0.424
MB018B,-0.1314685314685315,-0.175,-0.24815184815184815,-0.339,0.11641445779591751,-0.149,-0.13993159481540662,-0.056,-0.4524840125056643,-0.242,0.13410943240671094,-0.134,-0.043133184725865296,-0.04,-0.5553098234468277,-0.433,0.38226318706056367,0.309,-1.5835626339519446,-1.405,0.8037452192781631,0.892,-0.4430444625234285,-0.59,0.7280000267253017,0.394,0.7048945329586881,0.55,0.4191264330045112,0.315,-0.7733596664927479,-0.43,-0.735493293615155,-0.424
MB018B,-0.17502497502497505,-0.175,-0.3462537462537463,-0.339,-0.10628063199227346,-0.149,-0.3295313414503121,-0.056,-0.3902139086187137,-0.242,-0.04936364188119269,-0.134,-0.12182471433414199,-0.04,-0.3445417714180381,-0.433,0.29906228148599534,0.309,-1.3214467036849626,-1.405,0.9498734627793596,0.892,-0.21229116455631733,-0.59,0.23644328787547061,0.394,0.4849019573383741,0.55,0.4051584763735468,0.315,-0.21150816841234235,-0.43,-0.18568786277948449,-0.424
MB018B,-0.20969030969030966,-0.175,-0.3864135864135865,-0.339,-0.1218096193004657,-0.149,-0.147095981178516,-0.056,-0.3452954950737985,-0.242,-0.15687506241612154,-0.134,-0.07589732382711982,-0.04,-0.6081358162657026,-0.433,0.5142847235751513,0.309,-1.0532647480895208,-1.405,1.2381175744440476,0.892,-0.667578971624398,-0.59,0.4026763649704516,0.394,0.6523638188336733,0.55,0.4519301248632788,0.315,-0.5025514048801124,-0.43,-0.4401704358027195,-0.424
MB018B,-0.15094905094905095,-0.175,-0.31288711288711285,-0.339,-0.24767409364270515,-0.149,0.30257794615219974,-0.056,0.11405431887292364,-0.242,-0.3205988178061466,-0.134,-0.13937261577803423,-0.04,-0.10697818501903138,-0.433,0.1314746471120485,0.309,-1.310406153953824,-1.405,0.5259703091494516,0.892,-0.6608401704328124,-0.59,0.1403412450468047,0.394,0.5140713359530417,0.55,0.058381386181823806,0.315,-0.011995098579011505,-0.43,0.013753682514327839,-0.424
MB018B,-0.11918081918081916,-0.175,-0.24685314685314685,-0.339,-0.4702213618585768,-0.149,0.2101495368887989,-0.056,0.1117093452029352,-0.242,-0.39036357896624385,-0.134,-0.20539879548453852,-0.04,-0.2823119477895608,-0.433,-0.03213608298866456,0.309,-1.1718372336286842,-1.405,0.6174305308795265,0.892,-0.7397359810843298,-0.59,0.09966584424819955,0.394,0.8845139858902521,0.55,0.010665123186747073,0.315,-0.008456004178447081,-0.43,0.013964063891220575,-0.424
MB018B,-0.3022977022977023,-0.175,-0.48281718281718283,-0.339,-0.3044445275973151,-0.149,0.23210351209128685,-0.056,-0.08170933678093817,-0.242,-0.2713917657503538,-0.134,-0.08676337402556078,-0.04,-0.5362745232332272,-0.433,0.23836857300174003,0.309,-1.2105905372541088,-1.405,0.7643402571166649,0.892,-0.8211210852708862,-0.59,0.3573086616655084,0.394,0.8894552599637339,0.55,0.2967317151829271,0.315,-0.45713752940417046,-0.43,-0.40219659727367635,-0.424
MB018B,-0.06803196803196804,-0.175,-0.24515484515484517,-0.339,0.002617518576147353,-0.149,-0.12836771876815614,-0.056,-0.4175360254241895,-0.242,0.020525212144520872,-0.134,0.05287729065386909,-0.04,-0.7091023636582975,-0.433,0.6337453498921387,0.309,-1.6549862865543172,-1.405,0.9610125277683371,0.892,-0.39778399694796956,-0.59,0.4748459705735704,0.394,0.4193192532048413,0.55,0.3853663884580441,0.315,-0.5933251238564149,-0.43,-0.5744989449483936,-0.424
MB018B,-0.24605394605394604,-0.175,-0.4231768231768232,-0.339,-0.22932026379271442,-0.149,-0.05496753712085581,-0.056,-0.21552224475790682,-0.242,-0.3474374734237565,-0.134,0.050117269360536634,-0.04,-0.8689442665702963,-0.433,0.240986910578522,0.309,-1.4405031853209893,-1.405,0.6273566879178449,0.892,-0.7412325558002941,-0.59,0.20694889233742858,0.394,0.8269020774241436,0.55,0.4841314460929937,0.315,-0.7609593280968783,-0.43,-0.7335472658789018,-0.424
MB018B,-0.18221778221778223,-0.175,-0.3534465534465534,-0.339,-0.33943730843706826,-0.149,-0.1642418184455721,-0.056,-0.4217603288942899,-0.242,-0.265046638708811,-0.134,0.09027245104121538,-0.04,-0.7653414850623868,-0.433,0.2430293116443795,0.309,-1.7327202167303233,-1.405,1.0983549091771825,0.892,-0.6229241116827939,-0.59,0.26326465515947356,0.394,0.4877215136531272,0.55,0.2543730056448225,0.315,-0.6390902071736343,-0.43,-0.610474160396961,-0.424
MB018B,-0.05454545454545451,-0.175,-0.1983016983016983,-0.339,-0.2673954667084799,-0.149,0.09524112648241097,-0.056,-0.19269088895865555,-0.242,-0.15209671431079488,-0.134,-0.14513887930645528,-0.04,-0.0008144271751513831,-0.433,0.2762571681145941,0.309,-1.3209029444813492,-1.405,1.1710741982639201,0.892,-0.7353716528742936,-0.59,0.4288717908292327,0.394,0.6178492064875023,0.55,0.3008068749536324,0.315,-0.5254879785143032,-0.43,-0.499340198053653,-0.424
MB018B,-0.10439560439560439,-0.175,-0.23796203796203796,-0.339,-0.018729232268024906,-0.149,0.15875115098403494,-0.056,-0.10133345103434314,-0.242,-0.26464885039360453,-0.134,0.003951084514916909,-0.04,-0.3034445198101379,-0.433,0.1592582942129343,0.309,-1.4243046845278562,-1.405,0.862135613337476,0.892,-0.7165406097849054,-0.59,0.29755769537229715,0.394,0.48675701225097845,0.55,0.35693022784916734,0.315,-0.3450211800733207,-0.43,-0.3684040886103655,-0.424
MB018B,-0.2075924075924076,-0.175,-0.36993006993006994,-0.339,-0.09053151777576088,-0.149,0.029970436642765483,-0.056,-0.14713941155457594,-0.242,-0.1480061867847421,-0.134,0.07284970312480682,-0.04,-0.30042610975825734,-0.433,0.19734233217989927,0.309,-1.8508101359786977,-1.405,0.8600778337865143,0.892,-0.7060610796795874,-0.59,0.47765928386324424,0.394,0.6089176507207571,0.55,0.16469280214776438,0.315,-0.2233141550768203,-0.43,-0.19762700591811713,-0.424
MB018B,-0.23506493506493506,-0.175,-0.41898101898101897,-0.339,-0.21089702942952068,-0.149,-0.12391171390032288,-0.056,-0.179246131059273,-0.242,-0.024230337424744015,-0.134,-0.23108814884677661,-0.04,-0.1598539002900075,-0.433,0.3400180350337058,0.309,-1.659357304139684,-1.405,0.9831360000751376,0.892,-0.3839622865736896,-0.59,0.41219062477695423,0.394,0.48653927755434767,0.55,0.39292562417489485,0.315,-0.7462896467266007,-0.43,-0.7473272460653416,-0.424
MB018B,-0.19910089910089912,-0.175,-0.4273726273726273,-0.339,-0.26510649271582726,-0.149,0.10145779668826187,-0.056,-0.1016806101609422,-0.242,-0.3682737207037341,-0.134,-0.1979583319596762,-0.04,-0.5319772142051864,-0.433,-0.07766641533729327,0.309,-1.5868919240047383,-1.405,0.601758038419404,0.892,-0.805495116184764,-0.59,0.20045504619969645,0.394,0.5293972697150646,0.55,0.10184054429041539,0.315,-0.05214085643579296,-0.43,-0.032451327385622966,-0.424
MB018B,-0.16783216783216784,-0.175,-0.300999000999001,-0.339,-0.3363284379729339,-0.149,-0.13321498259999154,-0.056,-0.2138481710233939,-0.242,-0.29246860990857093,-0.134,-0.04854953088312979,-0.04,-0.445961560681924,-0.433,0.06990661341687308,0.309,-1.3373512944901094,-1.405,0.3891517985808069,0.892,-0.6185585247437578,-0.59,0.14402146261961,0.394,0.4740733629892907,0.55,0.11151681634159039,0.315,0.0246926128405774,-0.43,-0.008862315501584029,-0.424
MB018B,-0.2003996003996004,-0.175,-0.3462537462537463,-0.339,-0.23740451400778356,-0.149,0.10909604112999893,-0.056,-0.09431474853025411,-0.242,-0.2810999287196216,-0.134,-0.028173210078977835,-0.04,-0.30013619621138976,-0.433,0.49128687334326915,0.309,-1.535365411925318,-1.405,0.5531539190057749,0.892,-0.7462033189341675,-0.59,0.32172781750184315,0.394,0.7229953982401408,0.55,0.16913193671974278,0.315,-0.2828844081550184,-0.43,-0.32806345959128486,-0.424
MB018B,-0.12217782217782219,-0.175,-0.1877122877122877,-0.339,-0.20783574942414101,-0.149,-0.034143865592154723,-0.056,-0.18679647243366296,-0.242,-0.06468807484181488,-0.134,0.027876050524737354,-0.04,-0.5505526389266283,-0.433,0.00916153223570632,0.309,-1.2913714356390107,-1.405,0.5437321834957937,0.892,-0.5062246263410495,-0.59,0.4302405046040749,0.394,0.5204963751464213,0.55,0.2683699539900177,0.315,-0.3720371678638871,-0.43,-0.3873647102027759,-0.424
MB018B,-0.18941058941058941,-0.175,-0.44265734265734263,-0.339,-0.29550724376515924,-0.149,-0.0352306960477235,-0.056,-0.14187052934724514,-0.242,-0.013750319047371283,-0.134,0.13617278181948708,-0.04,-0.16764870836958398,-0.433,0.4719179412241127,0.309,-1.7668962240349555,-1.405,1.0336810033752961,0.892,-0.4838394634064391,-0.59,0.49137822006242005,0.394,0.42980988481877275,0.55,0.1643484048686211,0.315,-0.36309487590520995,-0.43,-0.3720857627059794,-0.424
MB018B,-0.22787212787212785,-0.175,-0.37542457542457547,-0.339,0.0391626814330512,-0.149,-0.05212004132726513,-0.056,-0.2073095108583093,-0.242,-0.037487557353830886,-0.134,0.0991569131217546,-0.04,-0.6512511780635006,-0.433,0.1816895008677323,0.309,-1.3523271372045993,-1.405,0.7759040085003835,0.892,-0.541378296524244,-0.59,0.48090675973680913,0.394,0.5075485640575355,0.55,0.36196903728242547,0.315,-0.18935505842407876,-0.43,-0.20485886574878648,-0.424
